dataset,model,perturbation,param_value,auroc_baseline,auroc_ood,delta_auroc,p_value,p_value_fdr,significant
abundance_t2d,TabPFN,remove_features,k=96 / highest_abundance,0.7324,0.7276,0.0048,0.8396,0.9227110438729197,False
abundance_t2d,TabPFN,sparsity,0.856,0.7324,0.7172,0.0152,0.3227,0.5823157894736842,False
abundance_t2d,TabPFN,sparsity,0.883,0.7324,0.7149,0.0174,0.3331,0.5921777777777778,False
abundance_t2d,TabPFN,sparsity,0.91,0.7324,0.7106,0.0217,0.2771,0.5405837837837838,False
abundance_t2d,TabPFN,sparsity,0.937,0.7324,0.6959,0.0364,0.1088,0.3048093385214008,False
abundance_t2d,TabPFN,sparsity,0.963,0.7324,0.6847,0.0477,0.0586,0.21309090909090908,False
abundance_t2d,XGBoost,densification,0.147,0.6928,0.5962,0.0966,0.0061,0.05106976744186047,False
abundance_t2d,XGBoost,densification,0.283,0.6928,0.6405,0.0523,0.1015,0.2905714285714286,False
abundance_t2d,XGBoost,densification,0.42,0.6928,0.6573,0.0355,0.2658,0.5314475138121546,False
abundance_t2d,XGBoost,densification,0.556,0.6928,0.6427,0.0501,0.0459,0.18059016393442623,False
abundance_t2d,XGBoost,densification,0.693,0.6928,0.6668,0.026,0.195,0.432,False
abundance_t2d,XGBoost,remove_features,k=1 / highest_abundance,0.6928,0.6906,0.0022,0.8714,0.9336428571428572,False
abundance_t2d,XGBoost,remove_features,k=127 / highest_abundance,0.6928,0.7145,-0.0217,0.4172,0.6811428571428572,False
abundance_t2d,XGBoost,remove_features,k=159 / highest_abundance,0.6928,0.7071,-0.0143,0.6097,0.8174748603351956,False
abundance_t2d,XGBoost,remove_features,k=191 / highest_abundance,0.6928,0.6918,0.001,0.9716,0.9883544303797469,False
abundance_t2d,XGBoost,remove_features,k=222 / highest_abundance,0.6928,0.6783,0.0145,0.6354,0.8272839059674503,False
abundance_t2d,XGBoost,remove_features,k=254 / highest_abundance,0.6928,0.6875,0.0053,0.8604,0.9301621621621623,False
abundance_t2d,XGBoost,remove_features,k=286 / highest_abundance,0.6928,0.6633,0.0295,0.3305,0.589009900990099,False
abundance_t2d,XGBoost,remove_features,k=32 / highest_abundance,0.6928,0.7183,-0.0255,0.2554,0.5165393258426967,False
abundance_t2d,XGBoost,remove_features,k=64 / highest_abundance,0.6928,0.7333,-0.0405,0.1157,0.31795419847328243,False
abundance_t2d,XGBoost,remove_features,k=96 / highest_abundance,0.6928,0.7254,-0.0326,0.229,0.4821052631578947,False
abundance_t2d,XGBoost,sparsity,0.856,0.6928,0.6904,0.0024,0.9033,0.9522342606149341,False
abundance_t2d,XGBoost,sparsity,0.883,0.6928,0.6844,0.0084,0.7134,0.8676486486486487,False
abundance_t2d,XGBoost,sparsity,0.91,0.6928,0.6634,0.0294,0.2244,0.4766823529411765,False
abundance_t2d,XGBoost,sparsity,0.937,0.6928,0.6464,0.0464,0.0759,0.24953424657534246,False
abundance_t2d,XGBoost,sparsity,0.963,0.6928,0.6551,0.0377,0.1708,0.39542122186495177,False
