dataset,model,perturbation,param_value,auroc_baseline,auroc_ood,delta_auroc,p_value,p_value_fdr,significant
abundance_t2d,ContextTab,remove_features,k=96 / highest_abundance,0.7521,0.7686,-0.0166,0.3233,0.6786472303206996,False
abundance_t2d,ContextTab,sparsity,0.856,0.7521,0.7497,0.0024,0.869,0.9481628959276017,False
abundance_t2d,ContextTab,sparsity,0.883,0.7521,0.7343,0.0178,0.274,0.6262857142857143,False
abundance_t2d,ContextTab,sparsity,0.91,0.7521,0.7268,0.0253,0.1733,0.5054173228346456,False
abundance_t2d,ContextTab,sparsity,0.937,0.7521,0.7146,0.0375,0.0917,0.34567539267015707,False
abundance_t2d,ContextTab,sparsity,0.963,0.7521,0.7034,0.0487,0.0458,0.21274838709677418,False
abundance_t2d,RF,densification,0.147,0.7215,0.5297,0.1918,0.0,0.0,True
abundance_t2d,RF,densification,0.283,0.7215,0.5284,0.1931,0.0,0.0,True
abundance_t2d,RF,densification,0.42,0.7215,0.5998,0.1217,0.0004,0.006697674418604652,True
abundance_t2d,RF,densification,0.556,0.7215,0.6267,0.0948,0.0006,0.009,True
abundance_t2d,RF,densification,0.693,0.7215,0.7209,0.0006,0.9725,0.9929278642149929,False
abundance_t2d,RF,remove_features,k=1 / highest_abundance,0.7215,0.718,0.0035,0.8055,0.9197971473851031,False
abundance_t2d,RF,remove_features,k=127 / highest_abundance,0.7215,0.7397,-0.0182,0.4358,0.7454794520547945,False
abundance_t2d,RF,remove_features,k=159 / highest_abundance,0.7215,0.676,0.0455,0.0695,0.2827118644067797,False
abundance_t2d,RF,remove_features,k=191 / highest_abundance,0.7215,0.7034,0.0181,0.463,0.7525056433408578,False
abundance_t2d,RF,remove_features,k=222 / highest_abundance,0.7215,0.7319,-0.0104,0.6879,0.8689263157894737,False
abundance_t2d,RF,remove_features,k=254 / highest_abundance,0.7215,0.6934,0.0281,0.3094,0.663,False
abundance_t2d,RF,remove_features,k=286 / highest_abundance,0.7215,0.7205,0.001,0.97,0.9929278642149929,False
abundance_t2d,RF,remove_features,k=32 / highest_abundance,0.7215,0.7211,0.0003,0.9872,0.9988988764044944,False
abundance_t2d,RF,remove_features,k=64 / highest_abundance,0.7215,0.705,0.0165,0.5175,0.7860759493670886,False
abundance_t2d,RF,remove_features,k=96 / highest_abundance,0.7215,0.7083,0.0132,0.6112,0.8284692737430167,False
abundance_t2d,RF,sparsity,0.856,0.7215,0.7225,-0.001,0.9482,0.9908621190130625,False
abundance_t2d,RF,sparsity,0.883,0.7215,0.7102,0.0113,0.5469,0.7950422535211267,False
abundance_t2d,RF,sparsity,0.91,0.7215,0.7079,0.0136,0.5407,0.794914979757085,False
abundance_t2d,RF,sparsity,0.937,0.7215,0.6988,0.0227,0.3574,0.7090136239782017,False
abundance_t2d,RF,sparsity,0.963,0.7215,0.7041,0.0173,0.512,0.7851355932203391,False
abundance_t2d,TabDPT,densification,0.147,0.6831,0.4973,0.1858,0.0,0.0,True
abundance_t2d,TabDPT,densification,0.283,0.6831,0.5367,0.1464,0.0004,0.006697674418604652,True
abundance_t2d,TabDPT,densification,0.42,0.6831,0.5045,0.1786,0.0,0.0,True
abundance_t2d,TabDPT,densification,0.556,0.6831,0.502,0.1811,0.0,0.0,True
abundance_t2d,TabDPT,densification,0.693,0.6831,0.5803,0.1027,0.0157,0.10974757281553396,False
abundance_t2d,TabDPT,remove_features,k=1 / highest_abundance,0.6865,0.7064,-0.0198,0.1467,0.4715357142857143,False
abundance_t2d,TabDPT,remove_features,k=127 / highest_abundance,0.6865,0.603,0.0835,0.0078,0.07108860759493671,False
abundance_t2d,TabDPT,remove_features,k=159 / highest_abundance,0.6865,0.6258,0.0607,0.0435,0.20879999999999999,False
abundance_t2d,TabDPT,remove_features,k=191 / highest_abundance,0.6865,0.6568,0.0297,0.35,0.7078651685393258,False
abundance_t2d,TabDPT,remove_features,k=222 / highest_abundance,0.6865,0.63,0.0565,0.0706,0.28557303370786513,False
abundance_t2d,TabDPT,remove_features,k=254 / highest_abundance,0.6865,0.6585,0.0281,0.3606,0.7090136239782017,False
abundance_t2d,TabDPT,remove_features,k=286 / highest_abundance,0.6865,0.6463,0.0402,0.2104,0.5554285714285715,False
abundance_t2d,TabDPT,remove_features,k=32 / highest_abundance,0.6865,0.6289,0.0576,0.0082,0.0728780487804878,False
abundance_t2d,TabDPT,remove_features,k=64 / highest_abundance,0.6865,0.6066,0.08,0.0051,0.051000000000000004,False
abundance_t2d,TabDPT,remove_features,k=96 / highest_abundance,0.6865,0.5961,0.0904,0.003,0.03272727272727273,True
abundance_t2d,TabDPT,sparsity,0.856,0.6831,0.7296,-0.0465,0.0097,0.08008988764044946,False
abundance_t2d,TabDPT,sparsity,0.883,0.6831,0.712,-0.0289,0.167,0.5054173228346456,False
abundance_t2d,TabDPT,sparsity,0.91,0.6831,0.7275,-0.0444,0.0604,0.25581176470588235,False
abundance_t2d,TabDPT,sparsity,0.937,0.6831,0.7073,-0.0242,0.3741,0.717127659574468,False
abundance_t2d,TabDPT,sparsity,0.963,0.6831,0.6863,-0.0033,0.9153,0.9726892488954345,False
abundance_t2d,TabICL,densification,0.147,0.7618,0.5957,0.1661,0.0,0.0,True
abundance_t2d,TabICL,densification,0.283,0.7618,0.6234,0.1384,0.0001,0.0024000000000000002,True
abundance_t2d,TabICL,densification,0.42,0.7618,0.6546,0.1072,0.0004,0.006697674418604652,True
abundance_t2d,TabICL,densification,0.556,0.7618,0.6642,0.0976,0.0004,0.006697674418604652,True
abundance_t2d,TabICL,densification,0.693,0.7618,0.7098,0.052,0.0111,0.08593548387096774,False
abundance_t2d,TabICL,remove_features,k=1 / highest_abundance,0.7618,0.7627,-0.0009,0.834,0.9324223602484473,False
abundance_t2d,TabICL,remove_features,k=127 / highest_abundance,0.7618,0.7743,-0.0125,0.4026,0.7385038167938932,False
abundance_t2d,TabICL,remove_features,k=159 / highest_abundance,0.7618,0.7539,0.0079,0.6449,0.8488628884826326,False
abundance_t2d,TabICL,remove_features,k=191 / highest_abundance,0.7618,0.761,0.0008,0.965,0.9929278642149929,False
abundance_t2d,TabICL,remove_features,k=222 / highest_abundance,0.7618,0.7616,0.0002,0.9906,0.9989243697478991,False
abundance_t2d,TabICL,remove_features,k=254 / highest_abundance,0.7618,0.7437,0.0181,0.3916,0.7359375,False
abundance_t2d,TabICL,remove_features,k=286 / highest_abundance,0.7618,0.7375,0.0243,0.2518,0.6063411371237459,False
abundance_t2d,TabICL,remove_features,k=32 / highest_abundance,0.7618,0.7652,-0.0034,0.7373,0.8907290969899666,False
abundance_t2d,TabICL,remove_features,k=64 / highest_abundance,0.7618,0.7703,-0.0085,0.5002,0.7789373650107992,False
abundance_t2d,TabICL,remove_features,k=96 / highest_abundance,0.7618,0.7768,-0.015,0.3196,0.6768,False
abundance_t2d,TabICL,sparsity,0.856,0.7618,0.7618,0.0,1.0,1.0,False
abundance_t2d,TabICL,sparsity,0.883,0.7618,0.7574,0.0044,0.7276,0.8907290969899666,False
abundance_t2d,TabICL,sparsity,0.91,0.7618,0.7507,0.0111,0.4851,0.7718336980306346,False
abundance_t2d,TabICL,sparsity,0.937,0.7618,0.7365,0.0253,0.1777,0.5054173228346456,False
abundance_t2d,TabICL,sparsity,0.963,0.7618,0.7328,0.029,0.169,0.5054173228346456,False
abundance_t2d,TabPFN,densification,0.147,0.7324,0.5351,0.1973,0.0,0.0,True
abundance_t2d,TabPFN,densification,0.283,0.7324,0.5782,0.1542,0.0,0.0,True
abundance_t2d,TabPFN,densification,0.42,0.7324,0.6131,0.1193,0.0004,0.006697674418604652,True
abundance_t2d,TabPFN,densification,0.556,0.7324,0.6375,0.0949,0.0016,0.02094545454545455,True
abundance_t2d,TabPFN,densification,0.693,0.7324,0.7088,0.0236,0.3164,0.672424778761062,False
abundance_t2d,TabPFN,remove_features,k=1 / highest_abundance,0.7324,0.7169,0.0155,0.108,0.38495049504950496,False
abundance_t2d,TabPFN,remove_features,k=127 / highest_abundance,0.7324,0.7093,0.0231,0.3354,0.6908717948717948,False
abundance_t2d,TabPFN,remove_features,k=159 / highest_abundance,0.7324,0.6895,0.0429,0.0768,0.29889729729729725,False
abundance_t2d,TabPFN,remove_features,k=191 / highest_abundance,0.7324,0.7181,0.0143,0.5564,0.800421052631579,False
abundance_t2d,TabPFN,remove_features,k=222 / highest_abundance,0.7324,0.7139,0.0185,0.4613,0.7514389140271492,False
abundance_t2d,TabPFN,remove_features,k=254 / highest_abundance,0.7324,0.7249,0.0075,0.7578,0.8961827079934748,False
abundance_t2d,TabPFN,remove_features,k=286 / highest_abundance,0.7324,0.717,0.0154,0.5272,0.7940956340956341,False
abundance_t2d,TabPFN,remove_features,k=32 / highest_abundance,0.7324,0.7087,0.0237,0.2073,0.5507601476014761,False
abundance_t2d,TabPFN,remove_features,k=64 / highest_abundance,0.7324,0.7093,0.0231,0.2734,0.6262857142857143,False
abundance_t2d,TabPFN,remove_features,k=96 / highest_abundance,0.7324,0.726,0.0064,0.7783,0.9038322580645161,False
abundance_t2d,TabPFN,sparsity,0.856,0.7324,0.717,0.0154,0.3613,0.7090136239782017,False
abundance_t2d,TabPFN,sparsity,0.883,0.7324,0.7129,0.0195,0.322,0.6786472303206996,False
abundance_t2d,TabPFN,sparsity,0.91,0.7324,0.7069,0.0255,0.2378,0.5888219178082192,False
abundance_t2d,TabPFN,sparsity,0.937,0.7324,0.6927,0.0397,0.0957,0.3570309278350515,False
abundance_t2d,TabPFN,sparsity,0.963,0.7324,0.6807,0.0517,0.0479,0.2210769230769231,False
abundance_t2d,XGBoost,densification,0.147,0.6928,0.62,0.0728,0.0284,0.16074418604651164,False
abundance_t2d,XGBoost,densification,0.283,0.6928,0.6332,0.0596,0.058,0.2485714285714286,False
abundance_t2d,XGBoost,densification,0.42,0.6928,0.6485,0.0443,0.11,0.39014778325123156,False
abundance_t2d,XGBoost,densification,0.556,0.6928,0.6378,0.055,0.0227,0.1396923076923077,False
abundance_t2d,XGBoost,densification,0.693,0.6928,0.6652,0.0276,0.1293,0.4330046511627907,False
abundance_t2d,XGBoost,remove_features,k=1 / highest_abundance,0.6928,0.6906,0.0022,0.8714,0.9481628959276017,False
abundance_t2d,XGBoost,remove_features,k=127 / highest_abundance,0.6928,0.7172,-0.0244,0.3695,0.7155483870967742,False
abundance_t2d,XGBoost,remove_features,k=159 / highest_abundance,0.6928,0.6936,-0.0008,0.9773,0.9938644067796609,False
abundance_t2d,XGBoost,remove_features,k=191 / highest_abundance,0.6928,0.71,-0.0172,0.5422,0.794914979757085,False
abundance_t2d,XGBoost,remove_features,k=222 / highest_abundance,0.6928,0.6806,0.0122,0.6811,0.8664169611307422,False
abundance_t2d,XGBoost,remove_features,k=254 / highest_abundance,0.6928,0.6499,0.0429,0.1557,0.487551724137931,False
abundance_t2d,XGBoost,remove_features,k=286 / highest_abundance,0.6928,0.6362,0.0566,0.0685,0.2818285714285715,False
abundance_t2d,XGBoost,remove_features,k=32 / highest_abundance,0.6928,0.7071,-0.0143,0.5251,0.7940956340956341,False
abundance_t2d,XGBoost,remove_features,k=64 / highest_abundance,0.6928,0.7462,-0.0534,0.0258,0.15226229508196723,False
abundance_t2d,XGBoost,remove_features,k=96 / highest_abundance,0.6928,0.7481,-0.0553,0.0317,0.17140298507462687,False
abundance_t2d,XGBoost,sparsity,0.856,0.6928,0.6979,-0.0051,0.7859,0.9111884057971016,False
abundance_t2d,XGBoost,sparsity,0.883,0.6928,0.6893,0.0035,0.8666,0.9481628959276017,False
abundance_t2d,XGBoost,sparsity,0.91,0.6928,0.6733,0.0195,0.4026,0.7385038167938932,False
abundance_t2d,XGBoost,sparsity,0.937,0.6928,0.6706,0.0222,0.3899,0.734890052356021,False
abundance_t2d,XGBoost,sparsity,0.963,0.6928,0.6721,0.0207,0.4453,0.7454794520547945,False
