dataset,model,perturbation,param_value,auroc_baseline,auroc_ood,delta_auroc,p_value,p_value_fdr,significant
abundance_t2d,TabPFN,remove_features,k=64 / highest_abundance,0.7324,0.7006,0.0318,0.1442,0.37346762589928056,False
abundance_t2d,TabPFN,remove_features,k=96 / highest_abundance,0.7324,0.7276,0.0048,0.8396,0.9297439024390243,False
abundance_t2d,TabPFN,sparsity,0.856,0.7324,0.7172,0.0152,0.3227,0.5957538461538462,False
abundance_t2d,TabPFN,sparsity,0.883,0.7324,0.7149,0.0174,0.3331,0.6025929648241206,False
abundance_t2d,TabPFN,sparsity,0.91,0.7324,0.7106,0.0217,0.2771,0.5494945054945055,False
abundance_t2d,TabPFN,sparsity,0.937,0.7324,0.6959,0.0364,0.1088,0.3197387755102041,False
abundance_t2d,TabPFN,sparsity,0.963,0.7324,0.6847,0.0477,0.0586,0.22562566844919787,False
abundance_t2d,XGBoost,densification,0.147,0.6928,0.5994,0.0934,0.0008,0.015157894736842106,True
abundance_t2d,XGBoost,densification,0.283,0.6928,0.6053,0.0875,0.002,0.028235294117647056,True
abundance_t2d,XGBoost,densification,0.42,0.6928,0.6358,0.057,0.0252,0.14065116279069767,False
abundance_t2d,XGBoost,densification,0.556,0.6928,0.6311,0.0617,0.0041,0.04541538461538462,True
abundance_t2d,XGBoost,densification,0.693,0.6928,0.6827,0.0101,0.5202,0.7675081967213114,False
abundance_t2d,XGBoost,remove_features,k=1 / highest_abundance,0.6928,0.6906,0.0022,0.8714,0.9364298507462687,False
abundance_t2d,XGBoost,remove_features,k=127 / highest_abundance,0.6928,0.7145,-0.0217,0.4172,0.6873775743707095,False
abundance_t2d,XGBoost,remove_features,k=159 / highest_abundance,0.6928,0.7071,-0.0143,0.6097,0.823609756097561,False
abundance_t2d,XGBoost,remove_features,k=191 / highest_abundance,0.6928,0.6918,0.001,0.9716,0.9911424541607898,False
abundance_t2d,XGBoost,remove_features,k=222 / highest_abundance,0.6928,0.6783,0.0145,0.6354,0.8314502712477395,False
abundance_t2d,XGBoost,remove_features,k=254 / highest_abundance,0.6928,0.6875,0.0053,0.8604,0.9357824773413899,False
abundance_t2d,XGBoost,remove_features,k=286 / highest_abundance,0.6928,0.6633,0.0295,0.3305,0.5993954659949622,False
abundance_t2d,XGBoost,remove_features,k=32 / highest_abundance,0.6928,0.7183,-0.0255,0.2554,0.5238974358974359,False
abundance_t2d,XGBoost,remove_features,k=64 / highest_abundance,0.6928,0.7333,-0.0405,0.1157,0.3321752988047809,False
abundance_t2d,XGBoost,remove_features,k=96 / highest_abundance,0.6928,0.7254,-0.0326,0.229,0.4892581602373887,False
abundance_t2d,XGBoost,sparsity,0.856,0.6928,0.6904,0.0024,0.9033,0.9536304985337243,False
abundance_t2d,XGBoost,sparsity,0.883,0.6928,0.6844,0.0084,0.7134,0.8750391822827939,False
abundance_t2d,XGBoost,sparsity,0.91,0.6928,0.6634,0.0294,0.2244,0.48379701492537314,False
abundance_t2d,XGBoost,sparsity,0.937,0.6928,0.6464,0.0464,0.0759,0.2589952606635071,False
abundance_t2d,XGBoost,sparsity,0.963,0.6928,0.6551,0.0377,0.1708,0.40855813953488374,False
